id,vectors,meta.name,meta.type,meta.role,year
ronald_mann,[],Ronald Mann,A,,2013
seth_p_waxman,[],Seth P. Waxman,A,,2013
allen_winsor,[],Allen Winsor,A,,2013
aaron_m_streett,[],Aaron M. Streett,A,,2013
david_boies,[],David Boies,A,,2013
william_l_messenger,[],William L. Messenger,A,,2013
paul_m_smith,[],Paul M. Smith,A,,2013
matthew_wh_wessler,[],Matthew W.H. Wessler,A,,2013
catherine_ma_carroll,[],Catherine M.A. Carroll,A,,2013
donald_r_dunner,[],Donald R. Dunner,A,,2013
howard_srebnick,[],Howard Srebnick,A,,2013
michael_r_dreeben,[],Michael R. Dreeben,A,,2013
derek_l_schmidt,[],Derek Schmidt,A,,2013
nicole_saharsky,[],Nicole A. Saharsky,A,,2013
neal_kumar_katyal,[],Neal Kumar Katyal,A,,2013
tejinder_singh,[],Tejinder Singh,A,,2013
ian_h_gershengorn,[],Ian H. Gershengorn,A,,2013
luther_j_strange,[],Luther J. Strange,A,,2013
mark_t_waggoner,[],Mark T. Waggoner,A,,2013
matthew_s_hellman,[],Matthew S. Hellman,A,,2013
sarah_e_harrington,[],Sarah E. Harrington,A,,2013
eric_schnapper,[],Eric Schnapper,A,,2013
steven_b_loy,[],Steven B. Loy,A,,2013
jameson_r_jones,[],Jameson R. Jones,A,,2013
aaron_m_panner,[],Aaron M. Panner,A,,2013
shawn_p__regan,[],Shawn P.  Regan,A,,2013
lauren_moskowitz,[],Lauren A. Moskowitz,A,,2013
edward_r_theobald_iii,[],Edward R. Theobald III,A,,2013
mark_l_rienzi,[],Mark L Rienzi,A,,2013
jennifer_grace_miller,[],Jennifer Grace Miller,A,,2013
erin_e_murphy,[],Erin E. Murphy,A,,2013
arthur_i_neustadt,[],Arthur I. Neustadt,A,,2013
jonathan_s_massey,[],Jonathan S. Massey,A,,2013
christopher_m_curran,[],Christopher M. Curran,A,,2013
noel_j_francisco,[],Noel J. Francisco,A,,2013
lewis_s_yelin,[],Lewis S. Yelin,A,,2013
adina_h_rosenbaum,[],Adina H. Rosenbaum,A,,2013
rudolph_telscher,[],Rudolph Telscher,A,,2013
roman_martinez,[],Roman Martinez,A,,2013
stanley_g_schneider,[],Stanley G Schneider,A,,2013
paul_g_cassell,[],Paul G. Cassell,A,,2013
stephanos_bibas,[],Stephanos Bibas,A,,2013
nicole_a_saharsky,[],Nicole A. Saharsky,A,,2013
michael_mosley,[],Michael Mosley,A,,2013
john_f_bash,[],John F. Bash,A,,2013
gary_k_smith,[],Gary K. Smith,A,,2013
melissa_arbus_sherry,[],Melissa Arbus Sherry,A,,2013
kathleen_m_sullivan,[],Kathleen M. Sullivan,A,,2013
paul_r_kleven,[],Paul R Kleven,A,,2013
jeffrey_m_k_laurence,[],Jeffrey M K Laurence,A,,2013
rachel_p_kovner,[],Rachel P. Kovner,A,,2013
edward_c_dumont,[],Edward C. DuMont,A,,2013
judith_h_mizner,[],Judith H. Mizner,A,,2013
jeffrey_t_green,[],Jeffrey T. Green,A,,2013
john_p_elwood,[],John P. Elwood,A,,2013
lawrence_c_dinardo,[],Lawrence C. DiNardo,A,,2013
mark_d_rosenbaum,[],Mark D. Rosenbaum,A,,2013
shanta_driver,[],Shanta Driver,A,,2013
mark_c_fleming,[],Mark C. Fleming,A,,2013
timothy_j_simeone,[],Timothy J. Simeone,A,,2013
david_j_lynch,[],David J. Lynch,A,,2013
michael_a_carvin,[],Michael A. Carvin,A,,2013
thomas_g_hungar,[],Thomas G. Hungar,A,,2013
douglas_laycock,[],Douglas Laycock,A,,2013
richard_g_mccracken,[],Richard G. McCracken,A,,2013
erwin_chemerinsky,[],Erwin Chemerinsky,A,,2013
charles_a_rothfeld,[],Charles A. Rothfeld,A,,2013
robert_s_hertzberg,[],Robert S Hertzberg,A,,2013
gregory_g_garre,[],Gregory G. Garre,A,,2013
jeffrey_s_bucholtz,[],Jeffrey S. Bucholtz,A,,2013
susan_r_lenz,[],Susan R. Lenz,A,,2013
laurence_e_komp,[],Laurence E. Komp,A,,2013
steven_m_wilker,[],Steven M. Wilker,A,,2013
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2014
andrew_l_brasher,[],Andrew L. Brasher,A,,2014
j__antonin_scalia,[],Antonin Scalia,J,justice,2014
j__elena_kagan,[],Elena Kagan,J,justice,2014
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2014
j__sonia_sotomayor,[],Sonia Sotomayor,J,justice,2014
j__samuel_a_alito_jr,[],"Samuel A. Alito, Jr.",J,justice,2014
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2014
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2014
elaine_j_goldenberg,[],Elaine J. Goldenberg,A,,2014
carter_g_phillips,[],Carter G. Phillips,A,,2014
richard_pildes,[],Richard Pildes,A,,2014
eric_schnapper,[],Eric Schnapper,A,,2014
donald_b_verrilli_jr,[],"Donald B. Verrilli, Jr.",A,,2014
paul_d_clement,[],Paul D. Clement,A,,2014
eric_j_feigin,[],Eric J. Feigin,A,,2014
seth_p_waxman,[],Seth P. Waxman,A,,2014
carl_j_withroe,[],Carl J Withroe,A,,2014
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2014
james_m_piotrowski,[],James M Piotrowski,A,,2014
william_m_jay,[],William M. Jay,A,,2014
john_f_bash,[],John F. Bash,A,,2014
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2014
aaron_m_streett,[],Aaron M. Streett,A,,2014
brian_h_fletcher,[],Brian H. Fletcher,A,,2014
jeffrey_oldham,[],Jeffrey L. Oldham,A,,2014
e_joshua_rosenkranz,[],E. Joshua Rosenkranz,A,,2014
michael_r_dreeben,[],Michael R. Dreeben,A,,2014
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2014
kannon_k_shanmugam,[],Kannon K. Shanmugam,A,,2014
aaron_d_lindstrom,[],Aaron D. Lindstrom,A,,2014
allon_kedem,[],Allon Kedem,A,,2014
william_f_brockman,[],William F. Brockman,A,,2014
dominic_f_perella,[],Dominic F. Perella,A,,2014
nowell_d_berreth,[],Nowell D. Berreth,A,,2014
rex_sharp,[],Rex A. Sharp,A,,2014
robin_urbanski,[],Robin Urbanski,A,,2014
anthony_j_dain,[],Anthony J. Dain,A,,2014
ian_h_gershengorn,[],Ian H. Gershengorn,A,,2014
george_s_isaacson,[],George S. Isaacson,A,,2014
daniel_d_domenico,[],Daniel D. Domenico,A,,2014
john_p_elwood,[],John P. Elwood,A,,2014
shay_dvoretzky,[],Shay Dvoretzky,A,,2014
robin_c_konrad,[],Robin C. Konrad,A,,2014
patrick_r_wyrick,[],Patrick R. Wyrick,A,,2014
paul_w_hughes,[],Paul W. Hughes,A,,2014
carlo_f_van_den_bosch,[],Carlo F. Van den Bosch,A,,2014
sarah_e_harrington,[],Sarah E. Harrington,A,,2014
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2014
robert_c_montgomery,[],Robert C. Montgomery,A,,2014
rachel_p_kovner,[],Rachel P. Kovner,A,,2014
daniel_r_ortiz,[],Daniel R. Ortiz,A,,2014
ann_oconnell,[],Ann O'Connell Adams,A,,2014
douglas_laycock,[],Douglas Laycock,A,,2014
anthony_a_yang,[],Anthony A. Yang,A,,2014
david_curran,[],David A. Curran,A,,2014
curtis_e_gannon,[],Curtis E. Gannon,A,,2014
mark_r_thierman,[],Mark R. Thierman,A,,2014
david_c_frederick,[],David C. Frederick,A,,2014
katherine_m_menendez,[],Katherine M. Menendez,A,,2014
david_s_stone,[],David S Stone,A,,2014
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2014
michael_a_carvin,[],Michael A. Carvin,A,,2014
wendy_m_ward,[],Wendy M. Ward,A,,2014
allyson_n_ho,[],Allyson N. Ho,A,,2014
julia_p_clark,[],Julia P. Clark,A,,2014
nicole_saharsky,[],Nicole A. Saharsky,A,,2014
jon_laramore,[],Jon Laramore,A,,2014
mary_l_bonauto,[],Mary L. Bonauto,A,,2014
john_j_bursch,[],John J. Bursch,A,,2014
joseph_f_whalen,[],Joseph F. Whalen,A,,2014
matthew_meyer,[],Matthew Meyer,A,,2014
ilana_eisenstein,[],Ilana Eisenstein,A,,2014
stephen_r_mcallister,[],Stephen R. McAllister,A,,2014
david_a_cortman,[],David A Cortman,A,,2014
philip_w_savrin,[],Philip W. Savrin,A,,2014
mark_c_fleming,[],Mark C. Fleming,A,,2014
william_r_peterson,[],William R. Peterson,A,,2014
shannon_p_oconnor,[],Shannon P. O'Connor,A,,2014
ann_o'connell_adams,[],Ann O'Connell Adams,A,,2014
richard_carothers,[],Richard A. Carothers,A,,2014
ginger_d_anders,[],Ginger D. Anders,A,,2014
scott_a_keller,[],Scott A. Keller,A,,2014
michael_m_daniel,[],Michael M Daniel,A,,2014
jonathan_hacker,[],Jonathan Hacker,A,,2014
thomas_h_dupree_jr,[],Thomas H. Dupree Jr.,A,,2014
roman_martinez,[],Roman Martinez,A,,2014
roger_james_george_jr,[],"Roger James George, Jr.",A,,2014
sheila_l_birnbaum,[],Sheila L. Birnbaum,A,,2014
catherine_steege,[],Catherine Steege,A,,2014
joshua_b_carpenter,[],Joshua B. Carpenter,A,,2014
andrew_j_pincus,[],Andrew J. Pincus,A,,2014
barry_richard,[],Barry Richard,A,,2014
john_l_badalamenti,[],John L. Badalamenti,A,,2014
samuel_r_bagenstos,[],Samuel R. Bagenstos,A,,2014
caitlin_j_halligan,[],Caitlin J. Halligan,A,,2014
alyza_d_lewin,[],Alyza D. Lewin,A,,2014
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2015
michael_d_pospisil,[],Michael D. Pospisil,A,,2015
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2015
j__antonin_scalia,[],Antonin Scalia,J,justice,2015
j__samuel_a_alito_jr,[],"Samuel A. Alito, Jr.",J,justice,2015
j__sonia_sotomayor,[],Sonia Sotomayor,J,justice,2015
j__elena_kagan,[],Elena Kagan,J,justice,2015
john_m_duggan,[],John M. Duggan,A,,2015
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2015
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2015
jeffrey_a_lamken,[],Jeffrey A. Lamken,A,,2015
theodore_b_olson,[],Theodore B. Olson,A,,2015
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2015
fred_a_rowley_jr,[],"Fred A. Rowley, Jr.",A,,2015
dale_schowengerdt,[],Dale Schowengerdt,A,,2015
ginger_d_anders,[],Ginger D. Anders,A,,2015
charles_a_rothfeld,[],Charles A. Rothfeld,A,,2015
thomas_r_mccarthy,[],Thomas R. McCarthy,A,,2015
kathryn_keena,[],Kathryn Keena,A,,2015
ian_h_gershengorn,[],Ian H. Gershengorn,A,,2015
anthony_f_shelley,[],Anthony F. Shelley,A,,2015
nicole_saharsky,[],Nicole A. Saharsky,A,,2015
gregory_g_garre,[],Gregory G. Garre,A,,2015
jonathan_f_mitchell,[],Jonathan F. Mitchell,A,,2015
anthony_a_yang,[],Anthony A. Yang,A,,2015
paul_m_smith,[],Paul M. Smith,A,,2015
brian_h_fletcher,[],Brian H. Fletcher,A,,2015
garrard_r_beeney,[],Garrard R. Beeney,A,,2015
curtis_e_gannon,[],Curtis E. Gannon,A,,2015
kannon_k_shanmugam,[],Kannon K. Shanmugam,A,,2015
neal_kumar_katyal,[],Neal Kumar Katyal,A,,2015
john_f_bash,[],John F. Bash,A,,2015
christopher_landau,[],Christopher Landau,A,,2015
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2015
carolyn_e_shapiro,[],Carolyn E. Shapiro,A,,2015
barry_levenstam,[],Barry Levenstam,A,,2015
paul_d_clement,[],Paul D. Clement,A,,2015
stephanos_bibas,[],Stephanos Bibas,A,,2015
william_s_consovoy,[],William S. Consovoy,A,,2015
scott_a_keller,[],Scott A. Keller,A,,2015
donald_b_verrilli_jr,[],"Donald B. Verrilli, Jr.",A,,2015
carter_g_phillips,[],Carter G. Phillips,A,,2015
bert_w_rein,[],Bert W. Rein,A,,2015
stephen_b_bright,[],Stephen B. Bright,A,,2015
beth_a_burton,[],Beth A. Burton,A,,2015
h_bartow_farr_iii,[],"H. Bartow Farr, III",A,,2015
michael_a_carvin,[],Michael A. Carvin,A,,2015
edward_c_dumont,[],Edward C. DuMont,A,,2015
david_c_frederick,[],David C. Frederick,A,,2015
bridget_c_asay,[],Bridget C. Asay,A,,2015
seth_p_waxman,[],Seth P. Waxman,A,,2015
brian_wolfman,[],Brian Wolfman,A,,2015
catherine_ma_carroll,[],Catherine M.A. Carroll,A,,2015
jeffrey_b_wall,[],Jeffrey B. Wall,A,,2015
roman_martinez,[],Roman Martinez,A,,2015
mark_f_hearne_ii,[],"Mark F. Hearne, II",A,,2015
mark_brnovich,[],Mark Brnovich,A,,2015
sarah_e_harrington,[],Sarah E. Harrington,A,,2015
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2015
stephen_r_mcallister,[],Stephen R. McAllister,A,,2015
mark_frost,[],Mark Frost,A,,2015
scott_h_strauss,[],Scott H. Strauss,A,,2015
clifton_s_elgarten,[],Clifton S. Elgarten,A,,2015
ann_oconnell,[],Ann O'Connell Adams,A,,2015
allen_winsor,[],Allen Winsor,A,,2015
shay_dvoretzky,[],Shay Dvoretzky,A,,2015
erin_e_murphy,[],Erin E. Murphy,A,,2015
derek_l_schmidt,[],Derek Schmidt,A,,2015
jeffrey_t_green,[],Jeffrey T. Green,A,,2015
rachel_p_kovner,[],Rachel P. Kovner,A,,2015
frederick_liu,[],Frederick Liu,A,,2015
thomas_g_saunders,[],Thomas G. Saunders,A,,2015
zachary_d_tripp,[],Zachary D. Tripp,A,,2015
e_joshua_rosenkranz,[],E. Joshua Rosenkranz,A,,2015
elaine_j_goldenberg,[],Elaine J. Goldenberg,A,,2015
edward_scott_zas,[],Edward Scott Zas,A,,2015
howard_srebnick,[],Howard Srebnick,A,,2015
michael_r_dreeben,[],Michael R. Dreeben,A,,2015
matthew_l_guadagno,[],Matthew L. Guadagno,A,,2015
mark_c_fleming,[],Mark C. Fleming,A,,2015
noel_j_francisco,[],Noel J. Francisco,A,,2015
geoffrey_d_strommer,[],Geoffrey D. Strommer,A,,2015
ilana_eisenstein,[],Ilana Eisenstein,A,,2015
jonathan_d_hacker,[],Jonathan D. Hacker,A,,2015
peter_k_stris,[],Peter K. Stris,A,,2015
timothy_crooks,[],Timothy Crooks,A,,2015
scott_a_c_meisler,[],Scott A.C. Meisler,A,,2015
richard_d_bernstein,[],Richard D. Bernstein,A,,2015
mark_d_plaisance,[],Mark D. Plaisance,A,,2015
s_kyle_duncan,[],S. Kyle Duncan,A,,2015
erik_s_jaffe,[],Erik S. Jaffe,A,,2015
james_d_smith,[],James D. Smith,A,,2015
allon_kedem,[],Allon Kedem,A,,2015
daniel_t_hansmeier,[],Daniel T. Hansmeier,A,,2015
juan_c_basombrio,[],Juan C. Basombrio,A,,2015
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2015
ethan_p_davis,[],Ethan P. Davis,A,,2015
matthew_d_mcgill,[],Matthew D. McGill,A,,2015
adam_g_unikowsky,[],Adam G. Unikowsky,A,,2015
gregory_g_katsas,[],Gregory G. Katsas,A,,2015
julia_doyle_bernhardt,[],Julia Doyle Bernhardt,A,,2015
paul_w_hughes,[],Paul W. Hughes,A,,2015
michael_b_kimberly,[],Michael B. Kimberly,A,,2015
steven_m_sullivan,[],Steven M. Sullivan,A,,2015
eric_e_murphy,[],Eric E. Murphy,A,,2015
christian_vergonis,[],Christian Vergonis,A,,2015
andrew_j_pincus,[],Andrew J. Pincus,A,,2015
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2015
matthew_t_findley,[],Matthew T. Findley,A,,2015
ruth_botstein,[],Ruth Botstein,A,,2015
dennis_e_jones,[],Dennis E. Jones,A,,2015
elizabeth_b_prelogar,[],Elizabeth B. Prelogar,A,,2015
m_reed_hopper,[],M. Reed Hopper,A,,2015
steven_c_babcock,[],Steven C. Babcock,A,,2015
thomas_a_saenz,[],Thomas A. Saenz,A,,2015
roy_t_englert,[],"Roy T. Englert, Jr.",A,,2015
tyler_r_green,[],Tyler R. Green,A,,2015
joan_c_watt,[],Joan C. Watt,A,,2015
virginia_g_villa,[],Virginia G. Villa,A,,2015
j__clarence_thomas,[],Clarence Thomas,J,justice,2015
amir_h_ali,[],Amir H. Ali,A,,2015
helgi_c_walker,[],Helgi C. Walker,A,,2015
stephanie_toti,[],Stephanie Toti,A,,2015
stuart_b_lev,[],Stuart B. Lev,A,,2015
ronald_eisenberg,[],Ronald Eisenberg,A,,2015
stuart_a_raphael,[],Stuart A. Raphael,A,,2015
marc_e_elias,[],Marc E. Elias,A,,2015
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2016
lisa_s_blatt,[],Lisa S. Blatt,A,,2016
j__sonia_sotomayor,[],Sonia Sotomayor,J,justice,2016
j__elena_kagan,[],Elena Kagan,J,justice,2016
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2016
j__samuel_a_alito_jr,[],"Samuel A. Alito, Jr.",J,justice,2016
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2016
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2016
james_a_feldman,[],James A. Feldman,A,,2016
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2016
neal_kumar_katyal,[],Neal Kumar Katyal,A,,2016
robert_s_peck,[],Robert S. Peck,A,,2016
curtis_e_gannon,[],Curtis E. Gannon,A,,2016
janice_l_bergmann,[],Janice L. Bergmann,A,,2016
michael_r_dreeben,[],Michael R. Dreeben,A,,2016
adam_k_mortara,[],Adam K. Mortara,A,,2016
marc_e_elias,[],Marc E. Elias,A,,2016
irving_l_gornstein,[],Irving L. Gornstein,A,,2016
paul_d_clement,[],Paul D. Clement,A,,2016
andrew_s_tulumello,[],Andrew S. Tulumello,A,,2016
nicole_saharsky,[],Nicole A. Saharsky,A,,2016
julie_a_murray,[],Julie A. Murray,A,,2016
j__neil_gorsuch,[],Neil Gorsuch,J,justice,2016
elizabeth_b_prelogar,[],Elizabeth B. Prelogar,A,,2016
rachel_p_kovner,[],Rachel P. Kovner,A,,2016
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2016
christina_a_swarns,[],Christina A. Swarns,A,,2016
scott_a_keller,[],Scott A. Keller,A,,2016
e_joshua_rosenkranz,[],E. Joshua Rosenkranz,A,,2016
leonard_feldman,[],Leonard Feldman,A,,2016
miguel_a_estrada,[],Miguel A. Estrada,A,,2016
zachary_d_tripp,[],Zachary D. Tripp,A,,2016
matthew_wh_wessler,[],Matthew W.H. Wessler,A,,2016
danielle_spinelli,[],Danielle Spinelli,A,,2016
sarah_e_harrington,[],Sarah E. Harrington,A,,2016
christopher_landau,[],Christopher Landau,A,,2016
seth_kretzer,[],Seth Kretzer,A,,2016
alan_g_stoler,[],Alan G. Stoler,A,,2016
anthony_a_yang,[],Anthony A. Yang,A,,2016
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2016
allon_kedem,[],Allon Kedem,A,,2016
deepak_gupta,[],Deepak Gupta,A,,2016
eric_j_feigin,[],Eric J. Feigin,A,,2016
steven_c_wu,[],Steven C. Wu,A,,2016
samuel_r_bagenstos,[],Samuel R. Bagenstos,A,,2016
roman_martinez,[],Roman Martinez,A,,2016
pierre_h_bergeron,[],Pierre H. Bergeron,A,,2016
john_j_egbert,[],John J. Egbert,A,,2016
kevin_k_russell,[],Kevin K. Russell,A,,2016
kannon_k_shanmugam,[],Kannon K. Shanmugam,A,,2016
robert_c_hilliard,[],Robert C. Hilliard,A,,2016
randolph_j_ortega,[],Randolph J. Ortega,A,,2016
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2016
adam_g_unikowsky,[],Adam G. Unikowsky,A,,2016
brian_h_fletcher,[],Brian H. Fletcher,A,,2016
charles_w_wirken,[],Charles W. Wirken,A,,2016
ilana_eisenstein,[],Ilana Eisenstein,A,,2016
andrew_j_pincus,[],Andrew J. Pincus,A,,2016
constantine_l_trela_jr_,[],"Constantine L. Trela, Jr.",A,,2016
robert_e_salyer,[],Robert E. Salyer,A,,2016
elaine_j_goldenberg,[],Elaine J. Goldenberg,A,,2016
john_j_bursch,[],John J. Bursch,A,,2016
eric_d_miller,[],Eric D. Miller,A,,2016
ann_oconnell,[],Ann O'Connell Adams,A,,2016
carter_g_phillips,[],Carter G. Phillips,A,,2016
seth_p_waxman,[],Seth P. Waxman,A,,2016
brian_p_brooks,[],Brian P. Brooks,A,,2016
paul_m_rashkind,[],Paul M. Rashkind,A,,2016
stanley_b_eisenhammer,[],Stanley B. Eisenhammer,A,,2016
michael_a_scodro,[],Michael A. Scodro,A,,2016
robert_a_parker,[],Robert A. Parker,A,,2016
john_c_connell,[],John C. Connell,A,,2016
allyson_n_ho,[],Allyson N. Ho,A,,2016
stephen_b_kinnaird,[],Stephen B. Kinnaird,A,,2016
stephen_b_bright,[],Stephen B. Bright,A,,2016
andrew_l_brasher,[],Andrew L. Brasher,A,,2016
peter_k_stris,[],Peter K. Stris,A,,2016
daniel_l_geyser,[],Daniel L. Geyser,A,,2016
clifford_m_sloan,[],Clifford M. Sloan,A,,2016
john_m_groen,[],John M. Groen,A,,2016
misha_tseytlin,[],Misha Tseytlin,A,,2016
richard_j_lazarus,[],Richard J. Lazarus,A,,2016
ian_h_gershengorn,[],Ian H. Gershengorn,A,,2016
shay_dvoretzky,[],Shay Dvoretzky,A,,2016
stuart_banner,[],Stuart Banner,A,,2016
frederick_r_yarger,[],Frederick R. Yarger,A,,2016
david_t_goldberg,[],David T. Goldberg,A,,2016
robert_c_montgomery,[],Robert C. Montgomery,A,,2016
alexandra_a_e_shapiro,[],Alexandra A. E. Shapiro,A,,2016
kathleen_m_sullivan,[],Kathleen M. Sullivan,A,,2016
deanne_e_maynard,[],Deanne E. Maynard,A,,2016
martin_j_black,[],Martin J. Black,A,,2016
stephen_a_broome,[],Stephen A. Broome,A,,2016
koren_l_bell,[],Koren L. Bell,A,,2016
william_m_jay,[],William M. Jay,A,,2016
tejinder_singh,[],Tejinder Singh,A,,2016
john_f_bash,[],John F. Bash,A,,2016
james_w_dabney,[],James W. Dabney,A,,2016
david_a_cortman,[],David A Cortman,A,,2016
james_r_layton,[],James R. Layton,A,,2016
john_s_williams,[],John S. Williams,A,,2016
deanna_m_rice,[],Deanna M. Rice,A,,2016
catherine_e_stetson,[],Catherine E. Stetson,A,,2016
catherine_ma_carroll,[],Catherine M.A. Carroll,A,,2016
jeremy_gaston,[],Jeremy Gaston,A,,2016
timothy_a_hootman,[],Timothy A. Hootman,A,,2016
michael_b_kimberly,[],Michael B. Kimberly,A,,2016
rndall_e_ravitz,[],Randall E. Ravitz,A,,2016
jeffrey_a_lamken,[],Jeffrey A. Lamken,A,,2016
rachel_meeropol,[],Rachel Meeropol,A,,2016
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2017
scott_a_keller,[],Scott A. Keller,A,,2017
j__sonia_sotomayor,[],Sonia Sotomayor,J,justice,2017
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2017
j__elena_kagan,[],Elena Kagan,J,justice,2017
j__samuel_a_alito_jr,[],"Samuel A. Alito, Jr.",J,justice,2017
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2017
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2017
max_renea_hicks,[],Max Renea Hicks,A,,2017
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2017
j__neil_gorsuch,[],Neil Gorsuch,J,justice,2017
allison_j_riggs,[],Allison J. Riggs,A,,2017
michael_j_gottlieb,[],Michael J. Gottlieb,A,,2017
brian_h_fletcher,[],Brian H. Fletcher,A,,2017
carter_g_phillips,[],Carter G. Phillips,A,,2017
jonathan_jacobson,[],Jonathan Jacobson,A,,2017
adam_g_unikowsky,[],Adam G. Unikowsky,A,,2017
loren_l_alikhan,[],Loren L. AliKhan,A,,2017
lee_b_kovarsky,[],Lee B. Kovarsky,A,,2017
michael_b_kimberly,[],Michael B. Kimberly,A,,2017
steven_m_sullivan,[],Steven M. Sullivan,A,,2017
robert_m_loeb,[],Robert M. Loeb,A,,2017
eric_j_feigin,[],Eric J. Feigin,A,,2017
nathan_freed_wessler,[],Nathan Freed Wessler,A,,2017
michael_r_dreeben,[],Michael R. Dreeben,A,,2017
todd_a_coberly,[],Todd A. Coberly,A,,2017
rod_j_rosenstein,[],Rod J. Rosenstein,A,,2017
seth_a_aronson,[],Seth A. Aronson,A,,2017
david_c_frederick,[],David C. Frederick,A,,2017
toby_j_heytens,[],Toby J. Heytens,A,,2017
elizabeth_b_prelogar,[],Elizabeth B. Prelogar,A,,2017
kelsi_b_corkran,[],Kelsi B. Corkran,A,,2017
jessica_r_amunson,[],Jessica R. Amunson,A,,2017
matthew_a_fitzgerald,[],Matthew A. Fitzgerald,A,,2017
trevor_s_cox,[],Trevor S. Cox,A,,2017
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2017
matthew_r_mcguire,[],Matthew R. McGuire,A,,2017
erica_l_ross,[],Erica L. Ross,A,,2017
neal_kumar_katyal,[],Neal Kumar Katyal,A,,2017
allon_kedem,[],Allon Kedem,A,,2017
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2017
kannon_k_shanmugam,[],Kannon K. Shanmugam,A,,2017
zachary_d_tripp,[],Zachary D. Tripp,A,,2017
stephen_i_vladeck,[],Stephen I. Vladeck,A,,2017
aditya_bamzai,[],Aditya Bamzai,A,,2017
daniel_l_geyser,[],Daniel L. Geyser,A,,2017
christopher_g_michel,[],Christopher G. Michel,A,,2017
todd_s_kim,[],Todd S. Kim,A,,2017
robert_a_parker,[],Robert A. Parker,A,,2017
nathaniel_p_garrett,[],Nathaniel P. Garrett,A,,2017
paul_d_clement,[],Paul D. Clement,A,,2017
james_a_feldman,[],James A. Feldman,A,,2017
jeffrey_b_wall,[],Jeffrey B. Wall,A,,2017
richard_f_griffin,[],Richard F. Griffin,A,,2017
daniel_r_ortiz,[],Daniel R. Ortiz,A,,2017
gregory_g_garre,[],Gregory G. Garre,A,,2017
craig_s_primis,[],Craig G. Primis,A,,2017
misha_tseytlin,[],Misha Tseytlin,A,,2017
erin_e_murphy,[],Erin E. Murphy,A,,2017
paul_m_smith,[],Paul M. Smith,A,,2017
andrew_c_simpson,[],Andrew C. Simpson,A,,2017
jonathan_a_herstoff,[],Jonathan A. Herstoff,A,,2017
damien_g_stewart,[],Damien G. Stewart,A,,2017
eric_a_shumsky,[],Eric A. Shumsky,A,,2017
rachel_p_kovner,[],Rachel P. Kovner,A,,2017
eric_e_murphy,[],Eric E. Murphy,A,,2017
noel_j_francisco,[],Noel J. Francisco,A,,2017
william_l_messenger,[],William L. Messenger,A,,2017
david_l_franklin,[],David L. Franklin,A,,2017
ian_h_gershengorn,[],Ian H. Gershengorn,A,,2017
ahilan_t_arulanantham,[],Ahilan T. Arulanantham,A,,2017
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2017
michael_r_huston,[],Michael R. Huston,A,,2017
paul_w_hughes,[],Paul W. Hughes,A,,2017
jeffrey_e_sandberg,[],Jeffrey E. Sandberg,A,,2017
pamela_s_karlan,[],Pamela S. Karlan,A,,2017
shay_dvoretzky,[],Shay Dvoretzky,A,,2017
mark_a_perry,[],Mark A. Perry,A,,2017
anton_metlitsky,[],Anton Metlitsky,A,,2017
matthew_s_hellman,[],Matthew S. Hellman,A,,2017
kristen_kellie_waggoner,[],Kristen Kellie Waggoner,A,,2017
frederick_r_yarger,[],Frederick R. Yarger,A,,2017
david_d_cole,[],David D. Cole,A,,2017
