id,vectors,meta.name,meta.type,meta.role,year
j__william_h_rehnquist,[],William H. Rehnquist,J,justice,2001
john_crabtree,[],John Crabtree,A,,2001
j__antonin_scalia,[],Antonin Scalia,J,justice,2001
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2001
j__john_paul_stevens,[],John Paul Stevens,J,justice,2001
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2001
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2001
j__sandra_day_oconnor,[],Sandra Day O'Connor,J,justice,2001
j__david_h_souter,[],David H. Souter,J,justice,2001
glen_d_nager,[],Glen D. Nager,A,,2001
william_p_pendley,[],William P. Pendley,A,,2001
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2001
william_h_pryor_jr,[],"William H. Pryor, Jr.",A,,2001
charles_fried,[],Charles Fried,A,,2001
william_h_mills,[],William H. Mills,A,,2001
steven_b_duke,[],Steven B. Duke,A,,2001
ann_e_beeson,[],Ann E. Beeson,A,,2001
paul_d_clement,[],Paul D. Clement,A,,2001
h_louis_sirkin,[],H. Louis Sirkin,A,,2001
james_w_ellis,[],James W. Ellis,A,,2001
pamela_a_rumpz,[],Pamela A. Rumpz,A,,2001
the_marshal,[],The Marshal,A,,2001
lawrence_s_robbins,[],Lawrence S. Robbins,A,,2001
gregory_g_garre,[],Gregory G. Garre,A,,2001
scott_l_nelson,[],Scott L. Nelson,A,,2001
paul_r_q_wolfson,[],Paul R. Q. Wolfson,A,,2001
peter_buscemi,[],Peter Buscemi,A,,2001
john_r_woodrum,[],John R. Woodrum,A,,2001
jeffrey_a_lamken,[],Jeffrey A. Lamken,A,,2001
kathryn_l_pryor,[],Kathryn L. Pryor,A,,2001
maurice_baskin,[],Maurice Baskin,A,,2001
lawrence_g_wallace,[],Lawrence G. Wallace,A,,2001
michael_e_moore,[],Michael E. Moore,A,,2001
lisa_s_blatt,[],Lisa S. Blatt,A,,2001
robert_l_hutton,[],Robert L. Hutton,A,,2001
linda_m_meoli,[],Linda M. Meoli,A,,2001
graham_a_boyd,[],Graham A. Boyd,A,,2001
stanley_a_cross,[],Stanley A. Cross,A,,2001
david_w_ogden,[],David W. Ogden,A,,2001
matthew_d_roberts,[],Matthew D. Roberts,A,,2001
patrick_j_veters,[],Patrick J. Veters,A,,2001
stephen_m_shapiro,[],Stephen M. Shapiro,A,,2001
samuel_r_bagenstos,[],Samuel R. Bagenstos,A,,2001
grayton_d_luthey_jr,[],"Grayton D. Luthey, Jr.",A,,2001
edward_c_dumont,[],Edward C. DuMont,A,,2001
richard_a_cordray,[],Richard A. Cordray,A,,2001
jennifer_k_harbury,[],Jennifer K. Harbury,A,,2001
jeffrey_s_sutton,[],Jeffrey S. Sutton,A,,2001
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2001
michael_l_klekner,[],Michael L. Klekner,A,,2001
john_h_weston,[],John H. Weston,A,,2001
carter_g_phillips,[],Carter G. Phillips,A,,2001
steven_pasternak,[],Steven Pasternak,A,,2001
james_a_feldman,[],James A. Feldman,A,,2001
gary_t_lafayette,[],Gary T. LaFayette,A,,2001
j__clarence_thomas,[],Clarence Thomas,J,justice,2001
paul_a_renne,[],Paul A. Renne,A,,2001
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2001
laurence_e_gold,[],Laurence E. Gold,A,,2001
patricia_a_millett,[],Patricia A. Millett,A,,2001
allison_m_zieve,[],Allison M. Zieve,A,,2001
jeffrey_p_minear,[],Jeffrey P. Minear,A,,2001
eric_schnapper,[],Eric Schnapper,A,,2001
alexander_w_bell,[],Alexander W. Bell,A,,2001
david_l_gordon,[],David L. Gordon,A,,2001
phillip_c_hughey,[],Phillip C. Hughey,A,,2001
warren_l_dean_jr,[],"Warren L. Dean, Jr.",A,,2001
arthur_i_neustadt,[],Arthur I. Neustadt,A,,2001
jeff_h_eckland,[],Jeff H. Eckland,A,,2001
eric_schnaufer,[],Eric Schnaufer,A,,2001
david_b_salmons,[],David B. Salmons,A,,2001
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2001
beth_s_brinkmann,[],Beth S. Brinkmann,A,,2001
james_f_jorden,[],James F. Jorden,A,,2001
richard_g_taranto,[],Richard G. Taranto,A,,2001
william_c_ingram,[],William C. Ingram,A,,2001
michael_r_dreeben,[],Michael R. Dreeben,A,,2001
ryan_d_mccortney,[],Ryan D. McCortney,A,,2001
james_w_dabney,[],James W. Dabney,A,,2001
peter_w_gowdey,[],Peter W. Gowdey,A,,2001
craig_t_jones,[],Craig T. Jones,A,,2001
austin_c_schlick,[],Austin C. Schlick,A,,2001
nathan_a_forrester,[],Nathan A. Forrester,A,,2001
gene_c_schaerr,[],Gene C. Schaerr,A,,2001
bruce_e_johnson,[],Bruce E. Johnson,A,,2001
edmund_j_sease,[],Edmund J. Sease,A,,2001
sarah_l_reid,[],Sarah L. Reid,A,,2001
craig_j_albert,[],Craig J. Albert,A,,2001
carla_j_stovall,[],Carla J. Stovall,A,,2001
john_c_donham,[],John C. Donham,A,,2001
david_i_bruck,[],David I. Bruck,A,,2001
s_creighton_waters,[],S. Creighton Waters,A,,2001
david_j_bederman,[],David J. Bederman,A,,2001
irving_l_gornstein,[],Irving L. Gornstein,A,,2001
devon_orland,[],Devon Orland,A,,2001
julie_c_parsley,[],Julie C. Parsley,A,,2001
bonnie_i_robin_vergeer,[],Bonnie I. Robin-Vergeer,A,,2001
paul_c_wilson,[],Paul C. Wilson,A,,2001
joel_d_bertocchi,[],Joel D. Bertocchi,A,,2001
barbara_b_mcdowell,[],Barbara B. McDowell,A,,2001
paul_m_smith,[],Paul M. Smith,A,,2001
stephen_r_mcallister,[],Stephen R. McAllister,A,,2001
mathew_j_wiltanger,[],Mathew J. Wiltanger,A,,2001
robert_j_wagner,[],Robert J. Wagner,A,,2001
robert_q_harris,[],Robert Q. Harris,A,,2001
peter_d_keisler,[],Peter D. Keisler,A,,2001
thomas_p_steindler,[],Thomas P. Steindler,A,,2001
roy_t_englert_jr,[],"Roy T. Englert, Jr.",A,,2001
pamela_y_price,[],Pamela Y. Price,A,,2001
lawrence_g_malone,[],Lawrence G. Malone,A,,2001
louis_r_cohen,[],Louis R. Cohen,A,,2001
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2001
jerry_a_richardson,[],Jerry A. Richardson,A,,2001
wilfred_k_wright_jr,[],"Wilfred K. Wright, Jr.",A,,2001
richard_blumenthal,[],Richard Blumenthal,A,,2001
john_r_williams,[],John R. Williams,A,,2001
luther_o_sutter,[],Luther O. Sutter,A,,2001
richard_d_bennett,[],Richard D. Bennett,A,,2001
howard_l_bolter,[],Howard L. Bolter,A,,2001
mark_b_rotenberg,[],Mark B. Rotenberg,A,,2001
james_bopp_jr,[],"James Bopp, Jr.",A,,2001
alan_i_gilbert,[],Alan I. Gilbert,A,,2001
daniel_p_albers,[],Daniel P. Albers,A,,2001
steven_h_goldblatt,[],Steven H. Goldblatt,A,,2001
harold_i_goodman,[],Harold I. Goodman,A,,2001
lauren_r_brody,[],Lauren R. Brody,A,,2001
michael_m_berger,[],Michael M. Berger,A,,2001
<UNKNOWN>,[],<UNKNOWN>,U,unknown,2001
richard_l_wilson,[],Richard L. Wilson,A,,2001
david_a_strauss,[],David A. Strauss,A,,2001
howard_m_hoffman,[],Howard M. Hoffman,A,,2001
robert_l_rosenbaum,[],Robert L. Rosenbaum,A,,2001
andrew_r_henderson,[],Andrew R. Henderson,A,,2001
kent_l_jones,[],Kent L. Jones,A,,2001
henk_brands,[],Henk Brands,A,,2001
victoria_a_brambl,[],Victoria A. Brambl,A,,2001
timothy_j_sullivan,[],Timothy J. Sullivan,A,,2001
larry_d_thompson,[],Larry D. Thompson,A,,2001
gwendolyn_spivey,[],Gwendolyn Spivey,A,,2001
eileen_j_oconnor,[],Eileen J. O'Connor,A,,2001
tracy_j_power,[],Tracy J. Power,A,,2001
hilary_a_fox,[],Hilary A. Fox,A,,2001
steven_f_hubachek,[],Steven F. Hubachek,A,,2001
monica_knox,[],Monica Knox,A,,2001
walter_e_dellinger_iii,[],"Walter E. Dellinger, III",A,,2001
claudia_center,[],Claudia Center,A,,2001
thomas_r_lee,[],Thomas R. Lee,A,,2001
william_p_barr,[],William P. Barr,A,,2001
donald_b_verrilli_jr,[],"Donald B. Verrilli, Jr.",A,,2001
mark_l_evans,[],Mark L. Evans,A,,2001
susan_s_miller,[],Susan S. Miller,A,,2001
paul_d_polidoro,[],Paul D. Polidoro,A,,2001
abraham_cantor,[],Abraham Cantor,A,,2001
david_m_gormley,[],David M. Gormley,A,,2001
maureen_m_flanagan,[],Maureen M. Flanagan,A,,2001
mitchell_hagopian,[],Mitchell Hagopian,A,,2001
grenville_clark_iii,[],"Grenville Clark, III",A,,2001
judith_l_french,[],Judith L. French,A,,2001
david_l_young,[],David L. Young,A,,2001
robert_h_chanin,[],Robert H. Chanin,A,,2001
marvin_e_frankel,[],Marvin E. Frankel,A,,2001
j__william_h_rehnquist,[],William H. Rehnquist,J,justice,2002
james_s_liebman,[],James S. Liebman,A,,2002
j__sandra_day_oconnor,[],Sandra Day O'Connor,J,justice,2002
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2002
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2002
j__antonin_scalia,[],Antonin Scalia,J,justice,2002
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2002
j__john_paul_stevens,[],John Paul Stevens,J,justice,2002
j__david_h_souter,[],David H. Souter,J,justice,2002
paul_g_summers,[],Paul G. Summers,A,,2002
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2002
paul_j_zidlicky,[],Paul J. Zidlicky,A,,2002
kenneth_s_geller,[],Kenneth Steven Geller,A,,2002
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2002
frank_kaplan,[],Frank Kaplan,A,,2002
craig_goldblatt,[],Craig Goldblatt,A,,2002
lisa_s_blatt,[],Lisa S. Blatt,A,,2002
donald_b_ayer,[],Donald B. Ayer,A,,2002
barbara_b_mcdowell,[],Barbara B. McDowell,A,,2002
peter_buscemi,[],Peter Buscemi,A,,2002
j__john_g_roberts_jr,[],"John G. Roberts, Jr.",J,justice,2002
jeffrey_s_sutton,[],Jeffrey S. Sutton,A,,2002
seth_p_waxman,[],Seth P. Waxman,A,,2002
matthew_d_roberts,[],Matthew D. Roberts,A,,2002
brian_m_clark,[],Brian M. Clark,A,,2002
lee_t_paterson,[],Lee T. Paterson,A,,2002
lawrence_d_rohlfing,[],Lawrence D. Rohlfing,A,,2002
kent_l_jones,[],Kent L. Jones,A,,2002
timothy_s_bishop,[],Timothy S. Bishop,A,,2002
jeffrey_p_minear,[],Jeffrey P. Minear,A,,2002
robert_b_mcduff,[],Robert B. McDuff,A,,2002
james_a_feldman,[],James A. Feldman,A,,2002
michael_b_wallace,[],Michael B. Wallace,A,,2002
donald_e_pinaud_jr,[],"Donald E. Pinaud, Jr.",A,,2002
andrew_s_hament,[],Andrew S. Hament,A,,2002
charles_fried,[],Charles Fried,A,,2002
david_j_burman,[],David J. Burman,A,,2002
walter_e_dellinger_iii,[],"Walter E. Dellinger, III",A,,2002
lawrence_s_robbins,[],Lawrence S. Robbins,A,,2002
paul_d_clement,[],Paul D. Clement,A,,2002
richard_s_paz,[],Richard S. Paz,A,,2002
glen_d_nager,[],Glen D. Nager,A,,2002
david_b_salmons,[],David B. Salmons,A,,2002
edward_kramer,[],Edward Kramer,A,,2002
steven_w_seymour,[],Steven W. Seymour,A,,2002
irving_l_gornstein,[],Irving L. Gornstein,A,,2002
craig_a_crispin,[],Craig A. Crispin,A,,2002
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2002
david_w_de_bruin,[],David W. DeBruin,A,,2002
richard_blumenthal,[],Richard Blumenthal,A,,2002
theodore_b_olson,[],Theodore B. Olson,A,,2002
shelley_r_sadin,[],Shelley R. Sadin,A,,2002
donnal_m_lach,[],Donnal M. Lach,A,,2002
judson_h_miner,[],Judson H. Miner,A,,2002
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2002
david_a_gerber,[],David A. Gerber,A,,2002
gregory_g_garre,[],Gregory G. Garre,A,,2002
dale_m_cendali,[],Dale M. Cendali,A,,2002
judy_rabinovitz,[],Judy Rabinovitz,A,,2002
mark_j_ricciardi,[],Mark J. Ricciardi,A,,2002
robert_n_peccole,[],Robert N. Peccole,A,,2002
peter_r_paden,[],Peter R. Paden,A,,2002
jonathan_s_massey,[],Jonathan S. Massey,A,,2002
gerson_h_smoger,[],Gerson H. Smoger,A,,2002
lawrence_lessig,[],Lawrence Lessig,A,,2002
david_w_carpenter,[],David W. Carpenter,A,,2002
austin_c_schlick,[],Austin C. Schlick,A,,2002
michael_r_fontham,[],Michael R. Fontham,A,,2002
quin_denvir,[],Quin Denvir,A,,2002
donald_e_de_nicola,[],Donald E. De Nicola,A,,2002
michael_chertoff,[],Michael Chertoff,A,,2002
jonathan_s_franklin,[],Jonathan S. Franklin,A,,2002
donald_b_verrilli_jr,[],"Donald B. Verrilli, Jr.",A,,2002
laurence_h_tribe,[],Laurence H. Tribe,A,,2002
james_bopp_jr,[],"James Bopp, Jr.",A,,2002
thomas_j_miller,[],Thomas J. Miller,A,,2002
mark_mccormick,[],Mark McCormick,A,,2002
steve_w_berman,[],Steve W. Berman,A,,2002
felix_leatherwood,[],Felix Leatherwood,A,,2002
h_bartow_farr_iii,[],"H. Bartow Farr, III",A,,2002
david_f_walbert,[],David F. Walbert,A,,2002
e_marshall_braden,[],E. Marshall Braden,A,,2002
kirk_o_kolbo,[],Kirk O. Kolbo,A,,2002
john_payton,[],John A. Payton,A,,2002
j__clarence_thomas,[],Clarence Thomas,J,justice,2002
carter_g_phillips,[],Carter G. Phillips,A,,2002
cornelia_t_l_pillard,[],Cornelia T. L. Pillard,A,,2002
maureen_e_mahoney,[],Maureen E. Mahoney,A,,2002
roy_t_englert,[],"Roy T. Englert, Jr.",A,,2002
mark_j_urban,[],Mark J. Urban,A,,2002
alan_c_friedberg,[],Alan C. Friedberg,A,,2002
kenneth_w_starr,[],Kenneth W. Starr,A,,2002
richard_s_huszagh,[],Richard S. Huszagh,A,,2002
m_errol_copilevitz,[],M. Errol Copilevitz,A,,2002
john_d_kirby,[],John D. Kirby,A,,2002
reid_peyton_chambers,[],Reid Peyton Chambers,A,,2002
robert_s_peck,[],Robert S. Peck,A,,2002
jeffrey_a_lamken,[],Jeffrey A. Lamken,A,,2002
andrew_f_lindemann,[],Andrew F. Lindemann,A,,2002
robert_n_eccles,[],Robert N. Eccles,A,,2002
elizabeth_a_johnson,[],Elizabeth A. Johnson,A,,2002
paul_m_smith,[],Paul M. Smith,A,,2002
charles_a_rosenthal_jr,[],"Charles A. Rosenthal, Jr.",A,,2002
douglas_p_danzig,[],Douglas P. Danzig,A,,2002
erwin_chemerinsky,[],Erwin Chemerinsky,A,,2002
herald_p_fahringer,[],Herald Price Fahringer,A,,2002
douglas_g_benedon,[],Douglas G. Benedon,A,,2002
robert_g_schwemm,[],Robert G. Schwemm,A,,2002
gena_a_bunn,[],Gena A. Bunn,A,,2002
james_r_higgins_jr,[],"James R. Higgins, Jr.",A,,2002
lawrence_g_wallace,[],Lawrence G. Wallace,A,,2002
john_p_elwood,[],John P. Elwood,A,,2002
paul_g_taggart,[],Paul G. Taggart,A,,2002
viet_d_dinh,[],Viet D. Dinh,A,,2002
jeffrey_t_green,[],Jeffrey T. Green,A,,2002
patricia_a_millett,[],Patricia A. Millett,A,,2002
paul_r_hoeber,[],Paul R. Hoeber,A,,2002
richard_j_lazarus,[],Richard J. Lazarus,A,,2002
thomas_l_casey,[],Thomas L. Casey,A,,2002
deborah_labelle,[],Deborah LaBelle,A,,2002
william_e_grauer,[],William E. Grauer,A,,2002
joe_r_whatley_jr,[],"Joe R. Whatley, Jr.",A,,2002
andrew_s_hagler,[],Andrew S. Hagler,A,,2002
daniel_r_hamilton,[],Daniel R. Hamilton,A,,2002
salvador_a_mungia,[],Salvador A. Mungia,A,,2002
arthur_a_busch,[],Arthur A. Busch,A,,2002
david_a_moran,[],David A. Moran,A,,2002
lisa_r_eskow,[],Lisa R. Eskow,A,,2002
amanda_frost,[],Amanda Frost,A,,2002
robert_b_dunham,[],Robert B. Dunham,A,,2002
iva_c_dougherty,[],Iva C. Dougherty,A,,2002
sri_srinivasan,[],Sri Srinivasan,A,,2002
roy_t_englert_jr,[],"Roy T. Englert, Jr.",A,,2002
fay_clayton,[],Fay Clayton,A,,2002
barry_a_short,[],Barry A. Short,A,,2002
michael_r_dreeben,[],Michael R. Dreeben,A,,2002
darryl_l_thompson,[],Darryl L. Thompson,A,,2002
leslie_a_brueckner,[],Leslie A. Brueckner,A,,2002
stephen_m_shapiro,[],Stephen M. Shapiro,A,,2002
sheila_l_birnbaum,[],Sheila L. Birnbaum,A,,2002
roberto_najera,[],Roberto Najera,A,,2002
janet_gaard,[],Janet Gaard,A,,2002
henry_b_alsobrook_jr,[],"Henry B. Alsobrook, Jr.",A,,2002
david_j_bederman,[],David J. Bederman,A,,2002
m_karl_shurtliff,[],M. Karl Shurtliff,A,,2002
paul_e_frye,[],Paul E. Frye,A,,2002
robert_c_brauchli,[],Robert C. Brauchli,A,,2002
william_h_hurd,[],William H. Hurd,A,,2002
rodney_a_smolla,[],Rodney A. Smolla,A,,2002
steven_d_benjamin,[],Steven D. Benjamin,A,,2002
christine_o_gregoire,[],Christine O. Gregoire,A,,2002
teresa_w_roseborough,[],Teresa W. Roseborough,A,,2002
gary_e_bair,[],Gary E. Bair,A,,2002
dan_himmelfarb,[],Dan Himmelfarb,A,,2002
janis_s_mclean,[],Janis S. McLean,A,,2002
lynne_s_coffin,[],Lynne S. Coffin,A,,2002
charles_a_rothfeld,[],Charles A. Rothfeld,A,,2002
j__william_h_rehnquist,[],William H. Rehnquist,J,justice,2003
miguel_a_estrada,[],Miguel A. Estrada,A,,2003
j__sandra_day_oconnor,[],Sandra Day O'Connor,J,justice,2003
j__john_paul_stevens,[],John Paul Stevens,J,justice,2003
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2003
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2003
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2003
james_a_feldman,[],James A. Feldman,A,,2003
j__antonin_scalia,[],Antonin Scalia,J,justice,2003
george_parker_young,[],George Parker Young,A,,2003
j__david_h_souter,[],David H. Souter,J,justice,2003
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2003
david_c_mattax,[],David C. Mattax,A,,2003
jonathan_s_franklin,[],Jonathan S. Franklin,A,,2003
thomas_g_hungar,[],Thomas G. Hungar,A,,2003
theodore_b_olson,[],Theodore B. Olson,A,,2003
ann_e_beeson,[],Ann E. Beeson,A,,2003
hardy_myers,[],Hardy Myers,A,,2003
dennis_balske,[],Dennis Balske,A,,2003
george_h_kendall,[],George H. Kendall,A,,2003
gena_a_bunn,[],Gena A. Bunn,A,,2003
jeffrey_a_lamken,[],Jeffrey A. Lamken,A,,2003
abraham_s_alter,[],Abraham S. Alter,A,,2003
ronald_eisenberg,[],Ronald Eisenberg,A,,2003
albert_j_flora_jr,[],"Albert J. Flora, Jr.",A,,2003
r_timothy_mccrum,[],R. Timothy McCrum,A,,2003
thomas_l_sansonetti,[],Thomas L. Sansonetti,A,,2003
jeffrey_l_fisher,[],Jeffrey L. Fisher,A,,2003
john_knodell_iii,[],"John Knodell, III",A,,2003
michael_r_dreeben,[],Michael R. Dreeben,A,,2003
michael_g_frick,[],Michael G. Frick,A,,2003
dan_himmelfarb,[],Dan Himmelfarb,A,,2003
thomas_c_goldstein,[],Thomas C. Goldstein,A,,2003
john_p_elwood,[],John P. Elwood,A,,2003
david_m_gossett,[],David M. Gossett,A,,2003
alan_b_morrison,[],Alan B. Morrison,A,,2003
paul_j_orfanedes,[],Paul J. Orfanedes,A,,2003
j_andrew_nathan,[],J. Andrew Nathan,A,,2003
douglas_r_cole,[],Douglas R. Cole,A,,2003
michael_w_gross,[],Michael W. Gross,A,,2003
steven_c_sherman,[],Steven C. Sherman,A,,2003
edwin_s_kneedler,[],Edwin S. Kneedler,A,,2003
jonathan_weissglass,[],Jonathan Weissglass,A,,2003
jack_william_campbell_iv,[],Jack William Campbell IV,A,,2003
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2003
r_ted_cruz,[],R. Ted Cruz,A,,2003
matthew_d_roberts,[],Matthew D. Roberts,A,,2003
eric_m_albritton,[],Eric M. Albritton,A,,2003
terence_j_cassidy,[],Terence J. Cassidy,A,,2003
michael_a_newdow,[],Michael A. Newdow,A,,2003
carter_g_phillips,[],Carter G. Phillips,A,,2003
seth_p_waxman,[],Seth P. Waxman,A,,2003
stephen_m_shapiro,[],Stephen M. Shapiro,A,,2003
r_hewitt_pate_iii,[],"R. Hewitt Pate, III",A,,2003
susan_finkelstein_zinn,[],Susan Finkelstein Zinn,A,,2003
j__john_m_harlan2,[],John M. Harlan II,J,justice,2003
irving_l_gornstein,[],Irving L. Gornstein,A,,2003
mark_w_biggerman,[],Mark W. Biggerman,A,,2003
paul_d_clement,[],Paul D. Clement,A,,2003
richard_a_cordray,[],Richard A. Cordray,A,,2003
austin_c_schlick,[],Austin C. Schlick,A,,2003
vincent_j_kozakiewicz,[],Vincent J. Kozakiewicz,A,,2003
william_j_boyce,[],William J. Boyce,A,,2003
roger_b_greenberg,[],Roger B. Greenberg,A,,2003
frank_w_dunham_jr,[],"Frank W. Dunham, Jr.",A,,2003
samuel_goddard,[],Samuel Goddard,A,,2003
marvin_s_cohen,[],Marvin S. Cohen,A,,2003
robert_e_dolan,[],Robert E. Dolan,A,,2003
conrad_hafen,[],Conrad Hafen,A,,2003
sri_srinivasan,[],Sri Srinivasan,A,,2003
barbara_b_mcdowell,[],Barbara B. McDowell,A,,2003
sylvia_antalis_goldsmith,[],Sylvia Antalis Goldsmith,A,,2003
gary_feinerman,[],Gary Feinerman,A,,2003
patricia_a_millett,[],Patricia A. Millett,A,,2003
donald_j_ramsell,[],Donald J. Ramsell,A,,2003
patrick_lynch,[],Patrick Lynch,A,,2003
jeffrey_p_minear,[],Jeffrey P. Minear,A,,2003
thomas_j_miller,[],Thomas J. Miller,A,,2003
theresa_r_wilson,[],Theresa R. Wilson,A,,2003
stephen_b_bedrick,[],Stephen B. Bedrick,A,,2003
seth_k_schalit,[],Seth K. Schalit,A,,2003
h_candace_gorman,[],H. Candace Gorman,A,,2003
gregory_g_garre,[],Gregory G. Garre,A,,2003
kevin_c_newsom,[],Kevin C. Newsom,A,,2003
e_king_poor,[],E. King Poor,A,,2003
james_r_figliulo,[],James R. Figliulo,A,,2003
kent_l_jones,[],Kent L. Jones,A,,2003
lisa_s_blatt,[],Lisa S. Blatt,A,,2003
narda_pierce,[],Narda Pierce,A,,2003
jay_alan_sekulow,[],Jay Alan Sekulow,A,,2003
gary_e_bair,[],Gary E. Bair,A,,2003
nancy_s_forster,[],Nancy S. Forster,A,,2003
kenneth_w_starr,[],Kenneth W. Starr,A,,2003
floyd_abrams,[],Floyd Abrams,A,,2003
laurence_e_gold,[],Laurence E. Gold,A,,2003
karen_k_mitchell,[],Karen K. Mitchell,A,,2003
amy_m_bartholow,[],Amy M. Bartholow,A,,2003
corinne_a_beckwith,[],Corinne A. Beckwith,A,,2003
thomas_l_casey,[],Thomas L. Casey,A,,2003
james_hamilton,[],James Hamilton,A,,2003
allan_j_favish,[],Allan J. Favish,A,,2003
bryan_a_stevenson,[],Bryan A. Stevenson,A,,2003
ronald_molteni,[],Ronald Molteni,A,,2003
david_a_strauss,[],David A. Strauss,A,,2003
paul_m_smith,[],Paul M. Smith,A,,2003
andrew_j_harakas,[],Andrew J. Harakas,A,,2003
h_bartow_farr_iii,[],"H. Bartow Farr, III",A,,2003
john_george_knorr_iii,[],"John George Knorr, III",A,,2003
donald_a_bailey,[],Donald A. Bailey,A,,2003
paul_monroe_roadarmel_jr,[],"Paul Monroe Roadarmel, Jr.",A,,2003
lisa_m_bassis,[],Lisa M. Bassis,A,,2003
john_j_gibbons,[],John J. Gibbons,A,,2003
james_al_holifield_jr,[],"James Al Holifield, Jr.",A,,2003
c_mark_troutman,[],C. Mark Troutman,A,,2003
stephen__g_montoya,[],Stephen G. Montoya,A,,2003
scott_p_cooper,[],Scott P. Cooper,A,,2003
e_randol_schoenberg,[],E. Randol Schoenberg,A,,2003
jennifer_martinez,[],Jennifer Martinez,A,,2003
andrew_stuart_birrell,[],Andrew Stuart Birrell,A,,2003
brian_wolfman,[],Brian Wolfman,A,,2003
john_pressley_todd,[],John Pressley Todd,A,,2003
ken_murray,[],Ken Murray,A,,2003
michael_k_wolensky,[],Michael K. Wolensky,A,,2003
paul_l_hoffman,[],Paul L. Hoffman,A,,2003
timothy_s_bishop,[],Timothy S. Bishop,A,,2003
dexter_w_lehtinen,[],Dexter W. Lehtinen,A,,2003
robert_c_owen,[],Robert C. Owen,A,,2003
edward_l_marshall,[],Edward L. Marshall,A,,2003
daryl_j_brand,[],Daryl J. Brand,A,,2003
leonard_h_gerson,[],Leonard H. Gerson,A,,2003
michael_e_moore,[],Michael E. Moore,A,,2003
william__j_brown,[],William J. Brown,A,,2003
rebecca_j_harper,[],Rebecca J. Harper,A,,2003
david_b_salmons,[],David B. Salmons,A,,2003
g_eric_brunstad_jr,[],"G. Eric Brunstad, Jr.",A,,2003
harold_j_krent,[],Harold J. Krent,A,,2003
randall_j_roske,[],Randall J. Roske,A,,2003
myra_d_mossman,[],Myra D Mossman,A,,2003
steven_f_hubachek,[],Steven F. Hubachek,A,,2003
david_r_haberbush,[],David R. Haberbush,A,,2003
alexander_f_reichert,[],Alexander F. Reichert,A,,2003
jill_m_wichlens,[],Jill M. Wichlens,A,,2003
richard_g_taranto,[],Richard G. Taranto,A,,2003
donald_b_verrilli_jr,[],"Donald B. Verrilli, Jr.",A,,2003
john_p_krill_jr,[],"John P. Krill, Jr.",A,,2003
j_bart_delone,[],J. Bart DeLone,A,,2003
andrew_h_baida,[],Andrew H. Baida,A,,2003
j__harry_a_blackmun,[],Harry A. Blackmun,J,justice,2003
stuart_a_raphael,[],Stuart A. Raphael,A,,2003
deborah_jane_chuang,[],Deborah Jane Chuang,A,,2003
tara_k_allen,[],Tara K. Allen,A,,2003
j__john_paul_stevens,[],John Paul Stevens,J,justice,2004
jonathan_s_franklin,[],Jonathan S. Franklin,A,,2004
j__sandra_day_oconnor,[],Sandra Day O'Connor,J,justice,2004
j__ruth_bader_ginsburg,[],Ruth Bader Ginsburg,J,justice,2004
j__stephen_g_breyer,[],Stephen G. Breyer,J,justice,2004
j__david_h_souter,[],David H. Souter,J,justice,2004
j__antonin_scalia,[],Antonin Scalia,J,justice,2004
jeffrey_p_minear,[],Jeffrey P. Minear,A,,2004
j__anthony_m_kennedy,[],Anthony M. Kennedy,J,justice,2004
j__william_h_rehnquist,[],William H. Rehnquist,J,justice,2004
robert_digges_jr,[],"Robert Digges, Jr.",A,,2004
james_h_hanson,[],James H. Hanson,A,,2004
henry_j_boynton,[],Henry J. Boynton,A,,2004
malcolm_l_stewart,[],Malcolm L. Stewart,A,,2004
maureen_e_mahoney,[],Maureen E. Mahoney,A,,2004
michael_r_dreeben,[],Michael R. Dreeben,A,,2004
stephen_m_shapiro,[],Stephen M. Shapiro,A,,2004
thomas_g_hungar,[],Thomas G. Hungar,A,,2004
<INAUDIBLE>,[],<INAUDIBLE>,U,inaudible,2004
david_c_frederick,[],David C. Frederick,A,,2004
seth_p_waxman,[],Seth P. Waxman,A,,2004
lisa_s_blatt,[],Lisa S. Blatt,A,,2004
jennifer_l_smith,[],Jennifer L. Smith,A,,2004
